location,name,dm,cost_date,dcp_food,dcp_paper,dcp_supplies,br_supplies,sales_tax_dcp,for_the_week_end,production,total_food_cost,total_paper_cost,flash_food_total
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-02-27,0,0,0,0,0,0,180.69,180.69,0,180.69
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-02-27,0,0,0,0,0,0,398.97,398.97,0,398.97
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-02-27,0,0,0,0,0,0,324.62,324.62,0,324.62
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-02-27,0,0,0,0,0,0,172.02,172.02,0,172.02
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-02-27,0,0,0,0,0,0,259.43,259.43,0,259.43
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-02-27,0,0,0,0,0,0,169.53,169.53,0,169.53
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-02-27,0,0,0,0,0,0,138.83,138.83,0,138.83
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-02-27,0,0,0,0,0,0,245.68,245.68,0,245.68
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-02-27,0,0,0,0,0,0,327.27,327.27,0,327.27
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,134.31,134.31,0,134.31
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-02-27,0,0,0,0,0,0,114.96,114.96,0,114.96
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,141.43,141.43,0,141.43
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,152.73,152.73,0,152.73
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,171.34,171.34,0,171.34
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,160.86,160.86,0,160.86
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,151.9,151.9,0,151.9
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,169.57,169.57,0,169.57
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,181.06,181.06,0,181.06
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,209.75,209.75,0,209.75
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,119.77,119.77,0,119.77
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,127.61,127.61,0,127.61
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,243.14,243.14,0,243.14
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-02-27,0,0,0,0,0,0,118.62,118.62,0,118.62
348508,"681 East Main Str, MK",Brad McAllister,2026-02-12,0,0,0,0,0,0,161.44,161.44,0,161.44
310249,"755 North Broadway, WP",Brad McAllister,2026-02-12,0,0,0,0,0,0,134.13,134.13,0,134.13
345300,"425 Central Park Ave, WP",Brad McAllister,2026-02-12,0,0,0,0,0,0,151.34,151.34,0,151.34
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-02-12,0,0,0,0,0,0,564.64,564.64,0,564.64
310225,5 Goldens Bridge,Brad McAllister,2026-02-12,0,0,0,0,0,0,146.48,146.48,0,146.48
330441,"42 Lake Str, WP",Brad McAllister,2026-02-12,0,0,0,0,0,0,208.36,208.36,0,208.36
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-02-12,0,0,0,0,0,0,208.18,208.18,0,208.18
346154,"2 Washington Ave, Pl",Brad McAllister,2026-02-12,0,0,0,0,0,0,218.23,218.23,0,218.23
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-02-12,0,0,0,0,0,0,271.46,271.46,0,271.46
348176,"25 North Salem Rd, CR",Brad McAllister,2026-02-12,0,0,0,0,0,0,123.89,123.89,0,123.89
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-02-12,0,0,0,0,0,0,169.57,169.57,0,169.57
359294,"7338 Garners Ferry Rd, Col",Cristal Romo,2026-02-12,2188.44,627.89,80.04,0,8.31,2904.68,0,2196.75,707.93,2904.68
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-02-12,0,0,0,0,0,0,253.56,253.56,0,253.56
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-02-12,0,0,0,0,0,0,723.98,723.98,0,723.98
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-02-12,0,0,0,0,0,0,251.84,251.84,0,251.84
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-02-12,0,0,0,0,0,0,414.28,414.28,0,414.28
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-02-12,0,0,0,0,0,0,243.98,243.98,0,243.98
351953,"1333 North Ave, NR",Dan Castriota,2026-02-12,0,0,0,0,0,0,285.56,285.56,0,285.56
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-02-12,4166.67,940.09,133.58,0,13.36,5253.7,423.08,4603.11,1073.67,5676.78
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-02-12,0,0,0,0,0,0,165.84,165.84,0,165.84
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-02-12,0,0,0,0,0,0,203.61,203.61,0,203.61
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-02-12,1814.9,333.66,29.58,0,3.69,2181.83,262.05,2080.64,363.24,2443.88
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-02-12,2811.9,797.92,3.37,0,9.99,3623.18,308.78,3130.67,801.29,3931.96
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-02-12,3811.03,759.52,179.51,0,20.46,4770.52,289.48,4120.97,939.03,5060
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,172.85,172.85,0,172.85
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,157.23,157.23,0,157.23
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,300.4,300.4,0,300.4
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,156.56,156.56,0,156.56
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,237.42,237.42,0,237.42
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,187.26,187.26,0,187.26
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,192.68,192.68,0,192.68
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,165.99,165.99,0,165.99
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,203.72,203.72,0,203.72
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,162.48,162.48,0,162.48
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,137.84,137.84,0,137.84
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-02-12,0,0,0,0,0,0,136.48,136.48,0,136.48
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-12,0,0,0,0,0,0,173.58,173.58,0,173.58
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-02-12,2074.74,504.59,13.7,0,3.44,2596.47,212.95,2291.13,518.29,2809.42
303716,FAC Forest Dr LLC,Jasper Cureton,2026-02-12,1517.43,261.21,78.35,0,6.28,1863.27,0,1523.71,339.56,1863.27
351280,"2567 Broad Str, Sumter",Jasper Cureton,2026-02-12,2741.41,680.6,73.16,0,6.74,3501.91,0,2748.15,753.76,3501.91
346937,"1011 Wildw. Centr Dr, Col",Jasper Cureton,2026-02-12,1840.1,357.95,0.88,0,2.29,2201.22,0,1842.39,358.83,2201.22
365492,"497 N. Guignard, Sumter",Jasper Cureton,2026-02-12,2624.67,316.24,194.03,0,16.5,3151.44,0,2641.17,510.27,3151.44
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2026-02-12,1539.55,254.61,50.95,0,4.41,1849.52,0,1543.96,305.56,1849.52
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2026-02-12,1226.38,107.61,1.47,0,1.78,1337.24,0,1228.16,109.08,1337.24
354424,"2871 Sunset Blvd, Lex Med",Nathan Stephenson,2026-02-12,2200.86,417.03,39.1,0,4.47,2661.46,0,2205.33,456.13,2661.46
351286,"3303 Devine Str, Col",Robin Russell,2026-02-12,0,0,161.16,0,0,161.16,0,0,161.16,161.16
310249,"755 North Broadway, WP",Brad McAllister,2026-01-30,0,0,0,0,0,0,176.13,176.13,0,176.13
330441,"42 Lake Str, WP",Brad McAllister,2026-01-30,0,0,0,0,0,0,238.52,238.52,0,238.52
348176,"25 North Salem Rd, CR",Brad McAllister,2026-01-30,0,0,0,0,0,0,126.74,126.74,0,126.74
310225,5 Goldens Bridge,Brad McAllister,2026-01-30,0,0,0,0,0,0,139.33,139.33,0,139.33
346154,"2 Washington Ave, Pl",Brad McAllister,2026-01-30,0,0,0,0,0,0,219.67,219.67,0,219.67
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-01-30,0,0,0,0,0,0,525.16,525.16,0,525.16
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-01-30,0,0,0,0,0,0,169.89,169.89,0,169.89
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-01-30,0,0,0,0,0,0,207.75,207.75,0,207.75
348508,"681 East Main Str, MK",Brad McAllister,2026-01-30,0,0,0,0,0,0,167.71,167.71,0,167.71
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-01-30,0,0,0,0,0,0,194.88,194.88,0,194.88
345300,"425 Central Park Ave, WP",Brad McAllister,2026-01-30,0,0,0,0,0,0,159.4,159.4,0,159.4
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-01-30,0,0,0,0,0,0,188.99,188.99,0,188.99
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-01-30,0,0,0,0,0,0,217.5,217.5,0,217.5
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-01-30,0,0,0,0,0,0,408.44,408.44,0,408.44
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-01-30,0,0,0,0,0,0,192.51,192.51,0,192.51
351953,"1333 North Ave, NR",Dan Castriota,2026-01-30,0,0,0,0,0,0,215.1,215.1,0,215.1
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-01-30,0,0,0,0,0,0,379.85,379.85,0,379.85
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-01-30,0,0,0,0,0,0,504.02,504.02,0,504.02
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-01-30,0,0,0,0,0,0,117.06,117.06,0,117.06
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-01-30,0,0,0,0,0,0,208.13,208.13,0,208.13
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,180.15,180.15,0,180.15
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,174.7,174.7,0,174.7
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,202.92,202.92,0,202.92
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,256.34,256.34,0,256.34
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,214.48,214.48,0,214.48
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,169.87,169.87,0,169.87
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,302.08,302.08,0,302.08
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,133.23,133.23,0,133.23
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,149.92,149.92,0,149.92
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,152.64,152.64,0,152.64
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,207.19,207.19,0,207.19
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,229.62,229.62,0,229.62
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-01-30,0,0,0,0,0,0,165.52,165.52,0,165.52
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-01-30,0,0,0,0,0,0,141.58,141.58,0,141.58
346937,"1011 Wildw. Centr Dr, Col",Jasper Cureton,2026-01-30,3021.18,121.03,0,0,0,3142.21,0,3021.18,121.03,3142.21
303716,FAC Forest Dr LLC,Jasper Cureton,2026-01-30,1273.67,0,0,0,0,1273.67,0,1273.67,0,1273.67
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-01-30,1795.03,275.44,133.62,0,14.48,2218.57,257.12,2066.63,409.06,2475.69
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-01-30,3560.94,662.1,81.33,152.63,18.02,4322.39,284.66,3863.62,896.06,4793.34
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2026-01-30,981.71,151.07,28.27,0,1.98,1163.03,0,983.69,179.34,1163.03
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-01-30,2561.93,725.85,82.62,0,10.52,3380.92,344.05,2916.5,808.47,3724.97
351280,"2567 Broad Str, Sumter",Jasper Cureton,2026-01-30,2981.72,197.5,282.69,0,28.86,3490.77,0,3010.58,480.19,3490.77
365492,"497 N. Guignard, Sumter",Jasper Cureton,2026-01-30,2200.96,445.35,93.31,0,8.74,2748.36,0,2209.7,538.66,2748.36
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2026-01-30,1523.82,145.75,106.53,0,9.05,1785.15,0,1532.87,252.28,1785.15
354424,"2871 Sunset Blvd, Lex Med",Nathan Stephenson,2026-01-30,2390.04,542.04,126.4,0,14.69,3073.17,0,2404.73,668.44,3073.17
359294,"7338 Garners Ferry Rd, Col",Cristal Romo,2026-01-30,1945.24,206.56,0.53,0,2.29,2154.62,0,1947.53,207.09,2154.62
346154,"2 Washington Ave, Pl",Brad McAllister,2025-12-21,0,0,0,0,0,0,289.62,289.62,0,289.62
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-12-21,0,0,0,0,0,0,199.18,199.18,0,199.18
345300,"425 Central Park Ave, WP",Brad McAllister,2025-12-21,0,0,0,0,0,0,181.9,181.9,0,181.9
330441,"42 Lake Str, WP",Brad McAllister,2025-12-21,0,0,0,0,0,0,264.18,264.18,0,264.18
310225,5 Goldens Bridge,Brad McAllister,2025-12-21,0,0,0,0,0,0,184.26,184.26,0,184.26
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-12-21,0,0,0,0,0,0,218.2,218.2,0,218.2
348176,"25 North Salem Rd, CR",Brad McAllister,2025-12-21,0,0,0,0,0,0,173.1,173.1,0,173.1
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-12-21,0,0,0,0,0,0,514.95,514.95,0,514.95
310249,"755 North Broadway, WP",Brad McAllister,2025-12-21,0,0,0,0,0,0,170.06,170.06,0,170.06
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-12-21,2761.83,688.69,52.27,0,3.5,3506.29,206.44,2971.77,740.96,3712.73
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-12-21,0,0,0,0,0,0,251.01,251.01,0,251.01
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-12-21,0,0,0,0,0,0,421.02,421.02,0,421.02
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-12-21,0,0,0,0,0,0,313.2,313.2,0,313.2
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-12-21,0,0,0,0,0,0,577.46,577.46,0,577.46
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-12-21,0,0,0,0,0,0,303.7,303.7,0,303.7
351953,"1333 North Ave, NR",Dan Castriota,2025-12-21,0,0,0,0,0,0,207.54,207.54,0,207.54
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-12-21,0,0,0,0,0,0,491.1,491.1,0,491.1
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-12-21,0,0,0,0,0,0,239.54,239.54,0,239.54
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-12-21,0,0,0,0,0,0,138.95,138.95,0,138.95
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-12-21,2961.77,845.38,63.88,0,3.71,3874.74,251.34,3216.82,909.26,4126.08
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-12-21,1442.43,463.78,209.86,0,0,2116.07,217.52,1659.95,673.64,2333.59
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-12-21,3484.39,732.35,510.93,0,1.85,4729.52,308.06,3794.3,1243.28,5037.58
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,229.59,229.59,0,229.59
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,309.68,309.68,0,309.68
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,174.6,174.6,0,174.6
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,211.18,211.18,0,211.18
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,180.88,180.88,0,180.88
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,179.08,179.08,0,179.08
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,239.44,239.44,0,239.44
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,193.22,193.22,0,193.22
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-12-21,0,0,0,0,0,0,305.74,305.74,0,305.74
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-12-21,0,0,0,0,0,0,140.56,140.56,0,140.56
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-12-21,1345.99,171.96,50.88,0,1.85,1570.68,138.42,1486.26,222.84,1709.1
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-12-21,1701.44,540.05,26.55,0,1.86,2269.9,138.1,1841.4,566.6,2408
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-12-21,3042.43,619.77,26.28,0,0,3688.48,146.06,3188.49,646.05,3834.54
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-12-21,3371.38,598.17,204.98,0,1.76,4176.29,214.5,3587.64,803.15,4390.79
303716,FAC Forest Dr LLC,Jasper Cureton,2025-12-21,1900.15,430.2,234.79,0,0,2565.14,0,1900.15,664.99,2565.14
303718,FAC Two Notch Rd LLC,Jasper Cureton,2025-12-21,2397.35,770.08,183.07,0,0,3350.5,0,2397.35,953.15,3350.5
346937,"1011 Wildw. Centr Dr, Col",Jasper Cureton,2025-12-21,1637.6,330.56,235.05,0,0,2203.21,0,1637.6,565.61,2203.21
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2025-12-21,1659.59,401.04,159.5,0,0,2220.13,0,1659.59,560.54,2220.13
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-12-21,2098.61,435.52,74.51,0,0,2608.64,0,2098.61,510.03,2608.64
348176,"25 North Salem Rd, CR",Brad McAllister,2026-01-05,0,0,0,0,0,0,112.38,112.38,0,112.38
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-01-05,0,0,0,0,0,0,138.9,138.9,0,138.9
346154,"2 Washington Ave, Pl",Brad McAllister,2026-01-05,0,0,0,0,0,0,183.12,183.12,0,183.12
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-01-05,0,0,0,0,0,0,448.54,448.54,0,448.54
345300,"425 Central Park Ave, WP",Brad McAllister,2026-01-05,0,0,0,0,0,0,117.54,117.54,0,117.54
310225,5 Goldens Bridge,Brad McAllister,2026-01-05,0,0,0,0,0,0,128.68,128.68,0,128.68
330441,"42 Lake Str, WP",Brad McAllister,2026-01-05,0,0,0,0,0,0,197.78,197.78,0,197.78
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-01-05,0,0,0,0,0,0,118.38,118.38,0,118.38
310249,"755 North Broadway, WP",Brad McAllister,2026-01-05,0,0,0,0,0,0,113.64,113.64,0,113.64
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-01-05,2564.39,564.34,83.69,0,17.18,3229.6,164.94,2746.51,648.03,3394.54
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-01-05,0,0,0,0,0,0,283.42,283.42,0,283.42
351953,"1333 North Ave, NR",Dan Castriota,2026-01-05,0,0,0,0,0,0,112.32,112.32,0,112.32
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-01-05,0,0,0,0,0,0,420.84,420.84,0,420.84
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-01-05,0,0,0,0,0,0,132.48,132.48,0,132.48
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-01-05,0,0,0,0,0,0,280.27,280.27,0,280.27
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-01-05,0,0,0,0,0,0,253.92,253.92,0,253.92
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-01-05,0,0,0,0,0,0,168.52,168.52,0,168.52
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-01-05,0,0,0,0,0,0,149.44,149.44,0,149.44
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-01-05,0,0,0,0,0,0,247.42,247.42,0,247.42
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-01-05,3596.39,688.31,72.98,0,10.57,4368.25,309.06,3916.02,761.29,4677.31
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-01-05,2671.95,779.41,322.82,0,28.77,3802.95,243.4,2944.12,1102.23,4046.35
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-01-05,1721.37,359.42,0,0,0,2080.79,192.5,1913.87,359.42,2273.29
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,152.88,152.88,0,152.88
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,257.98,257.98,0,257.98
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,195.64,195.64,0,195.64
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,214.96,214.96,0,214.96
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-01-05,0,0,0,0,0,0,142.06,142.06,0,142.06
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,144.84,144.84,0,144.84
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,138.06,138.06,0,138.06
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,203.46,203.46,0,203.46
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,157,157,0,157
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-01-05,0,0,0,0,0,0,164.44,164.44,0,164.44
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-01-05,2910.7,534.03,-9.31,0,1.58,3437,147,3059.28,524.72,3584
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-01-05,3360.83,802.68,245.82,0,25.15,4434.48,168.04,3554.02,1048.5,4602.52
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-01-05,3651.99,734.69,69,0,11.64,4467.32,147.4,3811.03,803.69,4614.72
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-01-05,1682.31,446.59,0,0,0,2128.9,162.2,1844.51,446.59,2291.1
346937,"1011 Wildw. Centr Dr, Col",Jasper Cureton,2026-01-05,2436.14,618.43,49.78,0,8.65,3113,0,2444.79,668.21,3113
303716,FAC Forest Dr LLC,Jasper Cureton,2026-01-05,1676.46,333.8,78.48,0,8.11,2096.85,0,1684.57,412.28,2096.85
303718,FAC Two Notch Rd LLC,Jasper Cureton,2026-01-05,2663.71,661.59,121.61,0,12.97,3459.88,0,2676.68,783.2,3459.88
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2026-01-05,1527.82,379.36,215.55,0,18.43,2141.16,0,1546.25,594.91,2141.16
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2026-01-05,2148.63,360.62,165.89,0,12.38,2687.52,0,2161.01,526.51,2687.52
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-03,0,0,0,0,0,0,203.95,203.95,0,203.95
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-03,0,0,0,0,0,0,196.92,196.92,0,196.92
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-08-03,0,0,0,0,0,0,457.53,457.53,0,457.53
330441,"42 Lake Str, WP",Brad McAllister,2025-08-03,0,0,0,0,0,0,249.89,249.89,0,249.89
345300,"425 Central Park Ave, WP",Brad McAllister,2025-08-03,0,0,0,0,0,0,116.32,116.32,0,116.32
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-08-03,0,0,0,0,0,0,138.2,138.2,0,138.2
310225,5 Goldens Bridge,Brad McAllister,2025-08-03,0,0,0,0,0,0,163.51,163.51,0,163.51
310249,"755 North Broadway, WP",Brad McAllister,2025-08-03,0,0,0,0,0,0,157.05,157.05,0,157.05
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-03,0,0,0,0,0,0,143.34,143.34,0,143.34
348508,"681 East Main Str, MK",Brad McAllister,2025-08-03,0,0,0,0,0,0,168.17,168.17,0,168.17
348176,"25 North Salem Rd, CR",Brad McAllister,2025-08-03,0,0,0,0,0,0,127.82,127.82,0,127.82
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-03,0,0,0,0,0,0,184.6,184.6,0,184.6
351953,"1333 North Ave, NR",Dan Castriota,2025-08-03,0,0,0,0,0,0,147.4,147.4,0,147.4
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-03,0,0,0,0,0,0,187.27,187.27,0,187.27
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-03,0,0,0,0,0,0,148.64,148.64,0,148.64
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-03,0,0,0,0,0,0,331.14,331.14,0,331.14
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-03,0,0,0,0,0,0,221.34,221.34,0,221.34
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-03,0,0,0,0,0,0,133.86,133.86,0,133.86
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-03,0,0,0,0,0,0,92.08,92.08,0,92.08
